Date,inflation_rate,gdp_growth_rate,unemployment_rate,interest_rate,nominal_interest_rate,ppp,Close,High,Low,Open,Volume,price_return,inflation_adjusted_return,real_interest_rate,unemployment_rate_impact,ppp_adjusted_price
2023-04-21,4.946947488062325,,3.4,4.83,0.25,1.0,27276.91015625,28349.96875,27177.365234375,28249.23046875,20759504330.0,-0.034308522518338824,-0.8376156037328136,-4.696947488062325,0.0,27276.91015625
2023-04-22,4.946947488062325,,3.4,4.83,0.25,1.0,27817.5,27872.142578125,27169.5703125,27265.89453125,13125734602.0,0.01981858797984626,-0.8285139409710627,-4.696947488062325,0.0,27817.5
2023-04-23,4.946947488062325,,3.4,4.83,0.25,1.0,27591.384765625,27820.244140625,27400.314453125,27816.14453125,12785446832.0,-0.008128524647254443,-0.8332133456123851,-4.696947488062325,0.0,27591.384765625
2023-04-24,4.946947488062325,,3.4,4.83,0.25,1.0,27525.33984375,27979.982421875,27070.849609375,27591.73046875,17703288330.0,-0.002393679129772508,-0.8322490112998671,-4.696947488062325,0.0,27525.33984375
2023-04-25,4.946947488062325,,3.4,4.83,0.25,1.0,28307.59765625,28371.078125,27207.931640625,27514.873046875,17733373139.0,0.02841955147295372,-0.8270676589061255,-4.696947488062325,0.0,28307.59765625
2023-04-26,4.946947488062325,,3.4,4.83,0.25,1.0,28422.701171875,29995.837890625,27324.548828125,28300.05859375,31854242019.0,0.004066170397882152,-0.8311627650297222,-4.696947488062325,0.0,28422.701171875
2023-04-27,4.946947488062325,,3.4,4.83,0.25,1.0,29473.787109375,29871.546875,28402.88671875,28428.46484375,27153445027.0,0.036980508331842854,-0.8256281040965239,-4.696947488062325,0.0,29473.787109375
2023-04-28,4.946947488062325,,3.4,4.83,0.25,1.0,29340.26171875,29572.791015625,28929.609375,29481.013671875,17544464887.0,-0.00453030993708059,-0.8326082932359522,-4.696947488062325,0.0,29340.26171875
2023-04-29,4.946947488062325,,3.4,4.83,0.25,1.0,29248.48828125,29452.455078125,29088.04296875,29336.56640625,10662634333.0,-0.0031279011203009244,-0.8323724732931,-4.696947488062325,0.0,29248.48828125
2023-04-30,4.946947488062325,,3.4,4.83,0.25,1.0,29268.806640625,29952.029296875,29114.021484375,29245.515625,14652199272.0,0.000694680667924441,-0.8317296928085072,-4.696947488062325,0.0,29268.806640625
2023-05-01,4.125314539356473,,3.6,5.06,0.25,1.0,28091.568359375,29329.935546875,27680.79296875,29227.103515625,18655599976.0,-0.04022160164248023,-0.8127376591255943,-3.8753145393564727,0.20000000000000018,28091.568359375
2023-05-02,4.125314539356473,,3.6,5.06,0.25,1.0,28680.537109375,28881.298828125,27924.123046875,28087.17578125,16432924527.0,0.020966033026897257,-0.8007993411551502,-3.8753145393564727,0.0,28680.537109375
2023-05-03,4.125314539356473,,3.6,5.06,0.25,1.0,29006.30859375,29259.533203125,28178.388671875,28680.494140625,19122972518.0,0.01135862564681589,-0.8026738421845616,-3.8753145393564727,0.0,29006.30859375
2023-05-04,4.125314539356473,,3.6,5.06,0.25,1.0,28847.7109375,29353.185546875,28694.0390625,29031.3046875,15548678514.0,-0.005467695268338013,-0.8059568252651019,-3.8753145393564727,0.0,28847.7109375
2023-05-05,4.125314539356473,,3.6,5.06,0.25,1.0,29534.384765625,29668.908203125,28845.509765625,28851.48046875,17936566518.0,0.023803407820215394,-0.8002457410255327,-3.8753145393564727,0.0,29534.384765625
2023-05-06,4.125314539356473,,3.6,5.06,0.25,1.0,28904.623046875,29820.126953125,28468.966796875,29538.859375,15913866714.0,-0.021323001096775096,-0.8090503536147644,-3.8753145393564727,0.0,28904.623046875
2023-05-07,4.125314539356473,,3.6,5.06,0.25,1.0,28454.978515625,29157.517578125,28441.3671875,28901.623046875,11301355486.0,-0.015556145829018653,-0.8079251826182385,-3.8753145393564727,0.0,28454.978515625
2023-05-08,4.125314539356473,,3.6,5.06,0.25,1.0,27694.2734375,28663.271484375,27310.134765625,28450.45703125,19122903752.0,-0.026733637409259936,-0.8101060227392518,-3.8753145393564727,0.0,27694.2734375
2023-05-09,4.125314539356473,,3.6,5.06,0.25,1.0,27658.775390625,27821.400390625,27375.6015625,27695.068359375,14128593256.0,-0.0012817829272578907,-0.8051401120060546,-3.8753145393564727,0.0,27658.775390625
2023-05-10,4.125314539356473,,3.6,5.06,0.25,1.0,27621.755859375,28322.6875,26883.669921875,27654.63671875,20656025026.0,-0.0013384371045779275,-0.8051511658012676,-3.8753145393564727,0.0,27621.755859375
2023-05-11,4.125314539356473,,3.6,5.06,0.25,1.0,27000.7890625,27621.94140625,26781.826171875,27621.0859375,16724343943.0,-0.022481076150133283,-0.809276305611362,-3.8753145393564727,0.0,27000.7890625
2023-05-12,4.125314539356473,,3.6,5.06,0.25,1.0,26804.990234375,27055.646484375,25878.4296875,26987.662109375,19313599897.0,-0.007251596524522896,-0.806304882197508,-3.8753145393564727,0.0,26804.990234375
2023-05-13,4.125314539356473,,3.6,5.06,0.25,1.0,26784.078125,27030.482421875,26710.873046875,26807.76953125,9999171605.0,-0.0007801573211611013,-0.8050422398457716,-3.8753145393564727,0.0,26784.078125
2023-05-14,4.125314539356473,,3.6,5.06,0.25,1.0,26930.638671875,27150.9765625,26661.35546875,26788.974609375,10014858959.0,0.005471927993601522,-0.8038223956261137,-3.8753145393564727,0.0,26930.638671875
2023-05-15,4.125314539356473,,3.6,5.06,0.25,1.0,27192.693359375,27646.34765625,26766.09765625,26931.384765625,14413231792.0,0.009730726801279843,-0.8029914614902718,-3.8753145393564727,0.0,27192.693359375
2023-05-16,4.125314539356473,,3.6,5.06,0.25,1.0,27036.650390625,27299.3046875,26878.947265625,27171.513671875,12732238816.0,-0.005738415341494774,-0.806009645452249,-3.8753145393564727,0.0,27036.650390625
2023-05-17,4.125314539356473,,3.6,5.06,0.25,1.0,27398.802734375,27465.927734375,26600.14453125,27035.470703125,15140006925.0,0.013394867282656264,-0.8022765511265779,-3.8753145393564727,0.0,27398.802734375
2023-05-18,4.125314539356473,,3.6,5.06,0.25,1.0,26832.208984375,27466.52734375,26415.1015625,27401.650390625,15222938600.0,-0.02067950762275983,-0.8089248016180872,-3.8753145393564727,0.0,26832.208984375
2023-05-19,4.125314539356473,,3.6,5.06,0.25,1.0,26890.12890625,27128.619140625,26700.2109375,26826.75390625,11258983301.0,0.0021585968530852817,-0.8044688595875104,-3.8753145393564727,0.0,26890.12890625
2023-05-20,4.125314539356473,,3.6,5.06,0.25,1.0,27129.5859375,27155.158203125,26843.27734375,26888.841796875,7044911360.0,0.008905016115201336,-0.8031525658829364,-3.8753145393564727,0.0,27129.5859375
2023-05-21,4.125314539356473,,3.6,5.06,0.25,1.0,26753.826171875,27265.91796875,26706.921875,27118.423828125,8647416921.0,-0.013850552916312875,-0.8075924044248987,-3.8753145393564727,0.0,26753.826171875
2023-05-22,4.125314539356473,,3.6,5.06,0.25,1.0,26851.27734375,27045.734375,26549.734375,26749.892578125,11056770492.0,0.0036425134576618667,-0.8041793326534692,-3.8753145393564727,0.0,26851.27734375
2023-05-23,4.125314539356473,,3.6,5.06,0.25,1.0,27225.7265625,27434.68359375,26816.1796875,26855.9609375,13697203143.0,0.013945303754316907,-0.8021691554794554,-3.8753145393564727,0.0,27225.7265625
2023-05-24,4.125314539356473,,3.6,5.06,0.25,1.0,26334.818359375,27224.603515625,26106.576171875,27224.603515625,16299104428.0,-0.03272302765106416,-0.8112746125293637,-3.8753145393564727,0.0,26334.818359375
2023-05-25,4.125314539356473,,3.6,5.06,0.25,1.0,26476.20703125,26591.51953125,25890.59375,26329.4609375,13851122697.0,0.005368887301425707,-0.8038424998931561,-3.8753145393564727,0.0,26476.20703125
2023-05-26,4.125314539356473,,3.6,5.06,0.25,1.0,26719.291015625,26916.669921875,26343.94921875,26474.181640625,12711619225.0,0.009181223884829448,-0.803098674991459,-3.8753145393564727,0.0,26719.291015625
2023-05-27,4.125314539356473,,3.6,5.06,0.25,1.0,26868.353515625,26888.8828125,26621.140625,26720.181640625,7892015141.0,0.005578834405180588,-0.8038015371186488,-3.8753145393564727,0.0,26868.353515625
2023-05-28,4.125314539356473,,3.6,5.06,0.25,1.0,28085.646484375,28193.44921875,26802.751953125,26871.158203125,14545229578.0,0.0453058267244435,-0.7960504045756203,-3.8753145393564727,0.0,28085.646484375
2023-05-29,4.125314539356473,,3.6,5.06,0.25,1.0,27745.884765625,28432.0390625,27563.876953125,28075.591796875,15181308984.0,-0.0120973437068298,-0.8072503358170073,-3.8753145393564727,0.0,27745.884765625
2023-05-30,4.125314539356473,,3.6,5.06,0.25,1.0,27702.349609375,28044.759765625,27588.501953125,27745.123046875,13251081851.0,-0.0015690671469931194,-0.8051961640234536,-3.8753145393564727,0.0,27702.349609375
2023-05-31,4.125314539356473,,3.6,5.06,0.25,1.0,27219.658203125,27831.677734375,26866.453125,27700.529296875,15656371534.0,-0.01742420455507676,-0.808289659512625,-3.8753145393564727,0.0,27219.658203125
2023-06-01,3.0592533347792994,,3.6,5.08,0.25,1.0,26819.97265625,27346.10546875,26671.720703125,27218.412109375,14678970415.0,-0.014683709247646393,-0.7572666178998347,-2.8092533347792994,0.0,26819.97265625
2023-06-02,3.0592533347792994,,3.6,5.08,0.25,1.0,27249.58984375,27303.861328125,26574.64453125,26824.556640625,14837415000.0,0.01601855426947596,-0.7497030930382381,-2.8092533347792994,0.0,27249.58984375
2023-06-03,3.0592533347792994,,3.6,5.08,0.25,1.0,27075.12890625,27317.052734375,26958.00390625,27252.32421875,8385597470.0,-0.0064023326039167605,-0.7552264947636965,-2.8092533347792994,0.0,27075.12890625
2023-06-04,3.0592533347792994,,3.6,5.08,0.25,1.0,27119.06640625,27407.01953125,26968.224609375,27075.123046875,9360912318.0,0.001622799291266075,-0.7532494977070151,-2.8092533347792994,0.0,27119.06640625
2023-06-05,3.0592533347792994,,3.6,5.08,0.25,1.0,25760.09765625,27129.982421875,25445.16796875,27123.109375,21513292646.0,-0.05011119223804861,-0.7659942040021515,-2.8092533347792994,0.0,25760.09765625
2023-06-06,3.0592533347792994,,3.6,5.08,0.25,1.0,27238.783203125,27313.8203125,25434.8671875,25732.109375,21929670693.0,0.057402171630208665,-0.7395082089185007,-2.8092533347792994,0.0,27238.783203125
2023-06-07,3.0592533347792994,,3.6,5.08,0.25,1.0,26345.998046875,27332.181640625,26146.98828125,27235.650390625,19530045082.0,-0.03277624957004588,-0.7617237283165177,-2.8092533347792994,0.0,26345.998046875
2023-06-08,3.0592533347792994,,3.6,5.08,0.25,1.0,26508.216796875,26797.513671875,26246.6640625,26347.654296875,11904824295.0,0.0061572444403654725,-0.7521324338592752,-2.8092533347792994,0.0,26508.216796875
2023-06-09,3.0592533347792994,,3.6,5.08,0.25,1.0,26480.375,26770.2890625,26339.314453125,26505.923828125,11015551640.0,-0.0010503081775867784,-0.753908019668665,-2.8092533347792994,0.0,26480.375
2023-06-10,3.0592533347792994,,3.6,5.08,0.25,1.0,25851.240234375,26531.044921875,25501.8359375,26481.76171875,19872933189.0,-0.02375852931180167,-0.759502206397454,-2.8092533347792994,0.0,25851.240234375
2023-06-11,3.0592533347792994,,3.6,5.08,0.25,1.0,25940.16796875,26203.439453125,25668.986328125,25854.03125,10732609603.0,0.0034399794195076883,-0.7528018340658542,-2.8092533347792994,0.0,25940.16796875
2023-06-12,3.0592533347792994,,3.6,5.08,0.25,1.0,25902.5,26087.919921875,25675.197265625,25934.28515625,11677889997.0,-0.001452109670044499,-0.7540070037574419,-2.8092533347792994,0.0,25902.5
2023-06-13,3.0592533347792994,,3.6,5.08,0.25,1.0,25918.728515625,26376.3515625,25728.365234375,25902.94140625,14143474486.0,0.0006265231396582749,-0.7534949310587775,-2.8092533347792994,0.0,25918.728515625
2023-06-14,3.0592533347792994,,3.6,5.08,0.25,1.0,25124.67578125,26041.80078125,24902.15234375,25920.2578125,14265717766.0,-0.030636253390914137,-0.761196538707336,-2.8092533347792994,0.0,25124.67578125
2023-06-15,3.0592533347792994,,3.6,5.08,0.25,1.0,25576.39453125,25735.30859375,24797.16796875,25121.673828125,15837384409.0,0.017979087727655774,-0.7492201142003858,-2.8092533347792994,0.0,25576.39453125
2023-06-16,3.0592533347792994,,3.6,5.08,0.25,1.0,26327.462890625,26463.173828125,25245.357421875,25575.283203125,16324646965.0,0.029365685552642073,-0.7464150175764754,-2.8092533347792994,0.0,26327.462890625
2023-06-17,3.0592533347792994,,3.6,5.08,0.25,1.0,26510.67578125,26769.39453125,26174.4921875,26328.6796875,11090276850.0,0.006959002900740696,-0.7519349200816783,-2.8092533347792994,0.0,26510.67578125
2023-06-18,3.0592533347792994,,3.6,5.08,0.25,1.0,26336.212890625,26675.92578125,26325.890625,26510.45703125,9565695129.0,-0.006580854145875503,-0.755270473674899,-2.8092533347792994,0.0,26336.212890625
2023-06-19,3.0592533347792994,,3.6,5.08,0.25,1.0,26851.029296875,26984.611328125,26312.83203125,26335.44140625,12826986222.0,0.019547852547670663,-0.7488336478503865,-2.8092533347792994,0.0,26851.029296875
2023-06-20,3.0592533347792994,,3.6,5.08,0.25,1.0,28327.48828125,28388.96875,26668.791015625,26841.6640625,22211859147.0,0.05498705349618893,-0.7401031750205982,-2.8092533347792994,0.0,28327.48828125
2023-06-21,3.0592533347792994,,3.6,5.08,0.25,1.0,30027.296875,30737.330078125,28283.41015625,28311.310546875,33346760979.0,0.06000562340273241,-0.7388668466881079,-2.8092533347792994,0.0,30027.296875
2023-06-22,3.0592533347792994,,3.6,5.08,0.25,1.0,29912.28125,30495.998046875,29679.158203125,29995.935546875,20653160491.0,-0.0038303689299371557,-0.7545928896491935,-2.8092533347792994,0.0,29912.28125
2023-06-23,3.0592533347792994,,3.6,5.08,0.25,1.0,30695.46875,31389.5390625,29845.21484375,29896.3828125,24115570085.0,0.02618280743799839,-0.7471991219060508,-2.8092533347792994,0.0,30695.46875
2023-06-24,3.0592533347792994,,3.6,5.08,0.25,1.0,30548.6953125,30804.1484375,30290.146484375,30708.73828125,12147822496.0,-0.0047815994828226405,-0.7548272259850746,-2.8092533347792994,0.0,30548.6953125
2023-06-25,3.0592533347792994,,3.6,5.08,0.25,1.0,30480.26171875,31041.271484375,30327.943359375,30545.150390625,12703464114.0,-0.002240147837737516,-0.754201137530996,-2.8092533347792994,0.0,30480.26171875
2023-06-26,3.0592533347792994,,3.6,5.08,0.25,1.0,30271.130859375,30636.029296875,29955.744140625,30480.5234375,16493186997.0,-0.006861189753050945,-0.7553395345548332,-2.8092533347792994,0.0,30271.130859375
2023-06-27,3.0592533347792994,,3.6,5.08,0.25,1.0,30688.1640625,31006.787109375,30236.650390625,30274.3203125,16428827944.0,0.013776598074988877,-0.7502554005710738,-2.8092533347792994,0.0,30688.1640625
2023-06-28,3.0592533347792994,,3.6,5.08,0.25,1.0,30086.24609375,30703.279296875,29921.822265625,30696.560546875,14571500779.0,-0.01961401038928634,-0.7584812011581393,-2.8092533347792994,0.0,30086.24609375
2023-06-29,3.0592533347792994,,3.6,5.08,0.25,1.0,30445.3515625,30796.25,30057.203125,30086.1875,13180860821.0,0.011935868224670187,-0.7507088657033304,-2.8092533347792994,0.0,30445.3515625
2023-06-30,3.0592533347792994,,3.6,5.08,0.25,1.0,30477.251953125,31256.86328125,29600.275390625,30441.353515625,26387306197.0,0.0010477918298796851,-0.7533911512117274,-2.8092533347792994,0.0,30477.251953125
2023-07-01,3.28032820234625,,3.5,5.12,0.25,1.0,30590.078125,30641.2890625,30328.865234375,30471.84765625,9086606733.0,0.0037019798257575953,-0.7655081731172901,-3.03032820234625,-0.10000000000000009,30590.078125
2023-07-02,3.28032820234625,,3.5,5.12,0.25,1.0,30620.76953125,30766.140625,30264.01953125,30587.26953125,10533418042.0,0.0010033124506771962,-0.7661386545307484,-3.03032820234625,0.0,30620.76953125
2023-07-03,3.28032820234625,,3.5,5.12,0.25,1.0,31156.439453125,31375.61328125,30586.513671875,30624.515625,15271884873.0,0.01749367929268808,-0.7622860605093432,-3.03032820234625,0.0,31156.439453125
2023-07-04,3.28032820234625,,3.5,5.12,0.25,1.0,30777.58203125,31325.197265625,30659.35546875,31156.865234375,12810828427.0,-0.012159843310882601,-0.7692139223932325,-3.03032820234625,0.0,30777.58203125
2023-07-05,3.28032820234625,,3.5,5.12,0.25,1.0,30514.166015625,30877.330078125,30225.61328125,30778.724609375,12481622280.0,-0.0085586975402272,-0.7683725977096062,-3.03032820234625,0.0,30514.166015625
2023-07-06,3.28032820234625,,3.5,5.12,0.25,1.0,29909.337890625,31460.052734375,29892.2265625,30507.150390625,21129219509.0,-0.019821224171432172,-0.7710038273954587,-3.03032820234625,0.0,29909.337890625
2023-07-07,3.28032820234625,,3.5,5.12,0.25,1.0,30342.265625,30434.64453125,29777.28515625,29907.998046875,13384770155.0,0.014474667943441766,-0.7629913829067219,-3.03032820234625,0.0,30342.265625
2023-07-08,3.28032820234625,,3.5,5.12,0.25,1.0,30292.541015625,30374.4375,30080.16015625,30346.921875,7509378699.0,-0.0016387902600796256,-0.7667559209145057,-3.03032820234625,0.0,30292.541015625
2023-07-09,3.28032820234625,,3.5,5.12,0.25,1.0,30171.234375,30427.58984375,30085.591796875,30291.611328125,7903327692.0,-0.004004505286051452,-0.7673086156879287,-3.03032820234625,0.0,30171.234375
2023-07-10,3.28032820234625,,3.5,5.12,0.25,1.0,30414.470703125,31026.083984375,29985.39453125,30172.423828125,14828209155.0,0.008061862007427312,-0.7644895871641663,-3.03032820234625,0.0,30414.470703125
2023-07-11,3.28032820234625,,3.5,5.12,0.25,1.0,30620.951171875,30788.314453125,30358.09765625,30417.6328125,12151839152.0,0.006788889103658935,-0.7647869879342919,-3.03032820234625,0.0,30620.951171875
2023-07-12,3.28032820234625,,3.5,5.12,0.25,1.0,30391.646484375,30959.96484375,30228.8359375,30622.24609375,14805659717.0,-0.007488490028050299,-0.7681225683983982,-3.03032820234625,0.0,30391.646484375
2023-07-13,3.28032820234625,,3.5,5.12,0.25,1.0,31476.048828125,31814.515625,30268.3515625,30387.48828125,23686079548.0,0.03568093437476372,-0.7580370276730046,-3.03032820234625,0.0,31476.048828125
2023-07-14,3.28032820234625,,3.5,5.12,0.25,1.0,30334.068359375,31582.25390625,29966.38671875,31474.720703125,20917902660.0,-0.036280934592069825,-0.7748492592508046,-3.03032820234625,0.0,30334.068359375
2023-07-15,3.28032820234625,,3.5,5.12,0.25,1.0,30295.806640625,30407.78125,30263.462890625,30331.783203125,8011667756.0,-0.001261344778969442,-0.7666677394799831,-3.03032820234625,0.0,30295.806640625
2023-07-16,3.28032820234625,,3.5,5.12,0.25,1.0,30249.1328125,30437.560546875,30089.669921875,30297.47265625,8516564470.0,-0.001540603578530031,-0.7667329818600903,-3.03032820234625,0.0,30249.1328125
2023-07-17,3.28032820234625,,3.5,5.12,0.25,1.0,30145.888671875,30336.400390625,29685.783203125,30249.626953125,13240156074.0,-0.0034131272874816654,-0.7671704538529914,-3.03032820234625,0.0,30145.888671875
2023-07-18,3.28032820234625,,3.5,5.12,0.25,1.0,29856.5625,30233.65625,29556.427734375,30147.0703125,13138897269.0,-0.009597533349379406,-0.7686152977456883,-3.03032820234625,0.0,29856.5625
2023-07-19,3.28032820234625,,3.5,5.12,0.25,1.0,29913.923828125,30184.181640625,29794.26953125,29862.046875,12128602812.0,0.0019212301525000086,-0.7659242042226342,-3.03032820234625,0.0,29913.923828125
2023-07-20,3.28032820234625,,3.5,5.12,0.25,1.0,29792.015625,30195.53125,29638.095703125,29915.25,14655207121.0,-0.0040752996439197275,-0.7673251551574557,-3.03032820234625,0.0,29792.015625
2023-07-21,3.28032820234625,,3.5,5.12,0.25,1.0,29908.744140625,30045.998046875,29733.8515625,29805.111328125,10972789818.0,0.0039181140710413676,-0.7654576783339309,-3.03032820234625,0.0,29908.744140625
2023-07-22,3.28032820234625,,3.5,5.12,0.25,1.0,29771.802734375,29991.615234375,29664.12109375,29908.697265625,7873300598.0,-0.004578641136054662,-0.7674427492923772,-3.03032820234625,0.0,29771.802734375
2023-07-23,3.28032820234625,,3.5,5.12,0.25,1.0,30084.5390625,30330.640625,29741.52734375,29790.111328125,9220145050.0,0.010504447141318263,-0.7639189334622954,-3.03032820234625,0.0,30084.5390625
2023-07-24,3.28032820234625,,3.5,5.12,0.25,1.0,29176.916015625,30093.39453125,28934.294921875,30081.662109375,15395817395.0,-0.03016908602087709,-0.7734213667429725,-3.03032820234625,0.0,29176.916015625
2023-07-25,3.28032820234625,,3.5,5.12,0.25,1.0,29227.390625,29353.16015625,29062.43359375,29178.970703125,10266772793.0,0.0017299501204297574,-0.7659688923920988,-3.03032820234625,0.0,29227.390625
2023-07-26,3.28032820234625,,3.5,5.12,0.25,1.0,29354.97265625,29675.552734375,29113.912109375,29225.759765625,13497554655.0,0.004365152978824893,-0.7653532379997672,-3.03032820234625,0.0,29354.97265625
2023-07-27,3.28032820234625,,3.5,5.12,0.25,1.0,29210.689453125,29560.966796875,29099.3515625,29353.798828125,10770779217.0,-0.004915119656712763,-0.7675213597410978,-3.03032820234625,0.0,29210.689453125
2023-07-28,3.28032820234625,,3.5,5.12,0.25,1.0,29319.24609375,29521.513671875,29125.845703125,29212.1640625,11218474952.0,0.0037163327075591113,-0.765504819897368,-3.03032820234625,0.0,29319.24609375
2023-07-29,3.28032820234625,,3.5,5.12,0.25,1.0,29356.91796875,29396.84375,29264.166015625,29319.4453125,6481775959.0,0.001284885528077373,-0.7660728714729805,-3.03032820234625,0.0,29356.91796875
2023-07-30,3.28032820234625,,3.5,5.12,0.25,1.0,29275.30859375,29443.169921875,29059.501953125,29357.09375,8678454527.0,-0.002779902682116475,-0.7670225155231647,-3.03032820234625,0.0,29275.30859375
2023-07-31,3.28032820234625,,3.5,5.12,0.25,1.0,29230.111328125,29489.873046875,29131.578125,29278.314453125,11656781982.0,-0.0015438698273756435,-0.7667337449438285,-3.03032820234625,0.0,29230.111328125
2023-08-01,3.7186358677607556,,3.7,5.33,0.25,1.0,29675.732421875,29675.732421875,28657.0234375,29230.873046875,18272392391.0,0.015245275282999904,-0.7848434794005862,-3.4686358677607556,0.20000000000000018,29675.732421875
2023-08-02,3.7186358677607556,,3.7,5.33,0.25,1.0,29151.958984375,29987.998046875,28946.509765625,29704.146484375,19212655598.0,-0.01764989082843693,-0.7918148090461279,-3.4686358677607556,0.0,29151.958984375
2023-08-03,3.7186358677607556,,3.7,5.33,0.25,1.0,29178.6796875,29375.70703125,28959.48828125,29161.8125,12780357746.0,0.0009166006009861949,-0.7878800931770193,-3.4686358677607556,0.0,29178.6796875
2023-08-04,3.7186358677607556,,3.7,5.33,0.25,1.0,29074.091796875,29302.078125,28885.3359375,29174.3828125,12036639988.0,-0.0035843942133476636,-0.7888339694540777,-3.4686358677607556,0.0,29074.091796875
2023-08-05,3.7186358677607556,,3.7,5.33,0.25,1.0,29042.126953125,29102.46484375,28957.796875,29075.388671875,6598366353.0,-0.0010994270766331304,-0.7883073411643865,-3.4686358677607556,0.0,29042.126953125
2023-08-06,3.7186358677607556,,3.7,5.33,0.25,1.0,29041.85546875,29160.822265625,28963.833984375,29043.701171875,7269806994.0,-9.347950838400898e-06,-0.7880763254309533,-3.4686358677607556,0.0,29041.85546875
2023-08-07,3.7186358677607556,,3.7,5.33,0.25,1.0,29180.578125,29244.28125,28724.140625,29038.513671875,13618163710.0,0.004776645775930843,-0.7870620505725204,-3.4686358677607556,0.0,29180.578125
2023-08-08,3.7186358677607556,,3.7,5.33,0.25,1.0,29765.4921875,30176.796875,29113.814453125,29180.01953125,17570561357.0,0.020044635853149417,-0.7838263717651062,-3.4686358677607556,0.0,29765.4921875
2023-08-09,3.7186358677607556,,3.7,5.33,0.25,1.0,29561.494140625,30093.435546875,29376.80078125,29766.6953125,18379521213.0,-0.006853508270246889,-0.7895267785939468,-3.4686358677607556,0.0,29561.494140625
2023-08-10,3.7186358677607556,,3.7,5.33,0.25,1.0,29429.591796875,29688.564453125,29354.447265625,29563.97265625,11865344789.0,-0.004461964714047806,-0.7890199491578086,-3.4686358677607556,0.0,29429.591796875
2023-08-11,3.7186358677607556,,3.7,5.33,0.25,1.0,29397.71484375,29517.7734375,29253.517578125,29424.90234375,10195168197.0,-0.001083159880198692,-0.7883038937281167,-3.4686358677607556,0.0,29397.71484375
2023-08-12,3.7186358677607556,,3.7,5.33,0.25,1.0,29415.96484375,29465.11328125,29357.587890625,29399.787109375,6194358008.0,0.0006207965516027425,-0.7879427816441258,-3.4686358677607556,0.0,29415.96484375
2023-08-13,3.7186358677607556,,3.7,5.33,0.25,1.0,29282.9140625,29441.43359375,29265.806640625,29416.59375,7329897180.0,-0.004523080645381872,-0.7890329011916266,-3.4686358677607556,0.0,29282.9140625
2023-08-14,3.7186358677607556,,3.7,5.33,0.25,1.0,29408.443359375,29660.25390625,29124.10546875,29283.263671875,14013695304.0,0.004286776125049352,-0.7871658665194615,-3.4686358677607556,0.0,29408.443359375
2023-08-15,3.7186358677607556,,3.7,5.33,0.25,1.0,29170.34765625,29439.12109375,29088.853515625,29408.048828125,12640195779.0,-0.008096168172366025,-0.7897901301084406,-3.4686358677607556,0.0,29170.34765625
2023-08-16,3.7186358677607556,,3.7,5.33,0.25,1.0,28701.779296875,29221.9765625,28701.779296875,29169.07421875,14949271904.0,-0.016063173634291772,-0.791478542964444,-3.4686358677607556,0.0,28701.779296875
2023-08-17,3.7186358677607556,,3.7,5.33,0.25,1.0,26664.55078125,28745.947265625,25409.111328125,28699.802734375,31120851211.0,-0.07097917151940503,-0.8031166518213526,-3.4686358677607556,0.0,26664.55078125
2023-08-18,3.7186358677607556,,3.7,5.33,0.25,1.0,26049.556640625,26808.1953125,25668.921875,26636.078125,24026236529.0,-0.02306411031148714,-0.7929622210598503,-3.4686358677607556,0.0,26049.556640625
2023-08-19,3.7186358677607556,,3.7,5.33,0.25,1.0,26096.205078125,26249.44921875,25802.408203125,26047.83203125,10631443812.0,0.0017907574452629138,-0.787694836914664,-3.4686358677607556,0.0,26096.205078125
2023-08-20,3.7186358677607556,,3.7,5.33,0.25,1.0,26189.583984375,26260.681640625,26004.314453125,26096.861328125,9036580420.0,0.00357825614760654,-0.7873160200802148,-3.4686358677607556,0.0,26189.583984375
2023-08-21,3.7186358677607556,,3.7,5.33,0.25,1.0,26124.140625,26220.201171875,25846.087890625,26188.69140625,13371557893.0,-0.002498831574187843,-0.7886039108800358,-3.4686358677607556,0.0,26124.140625
2023-08-22,3.7186358677607556,,3.7,5.33,0.25,1.0,26031.65625,26135.5078125,25520.728515625,26130.748046875,14503820706.0,-0.0035401882238949023,-0.7888246010707797,-3.4686358677607556,0.0,26031.65625
2023-08-23,3.7186358677607556,,3.7,5.33,0.25,1.0,26431.640625,26786.8984375,25804.998046875,26040.474609375,16985265785.0,0.015365306423789304,-0.7848180417223772,-3.4686358677607556,0.0,26431.640625
2023-08-24,3.7186358677607556,,3.7,5.33,0.25,1.0,26162.373046875,26554.91015625,25914.92578125,26431.51953125,12871532023.0,-0.01018731988472621,-0.7902332988061245,-3.4686358677607556,0.0,26162.373046875
2023-08-25,3.7186358677607556,,3.7,5.33,0.25,1.0,26047.66796875,26248.103515625,25786.8125,26163.6796875,12406045118.0,-0.004384352975912553,-0.789003501239319,-3.4686358677607556,0.0,26047.66796875
2023-08-26,3.7186358677607556,,3.7,5.33,0.25,1.0,26008.462890625,26107.384765625,25983.87890625,26047.234375,6034817316.0,-0.0015051281432193475,-0.7883933196289165,-3.4686358677607556,0.0,26008.462890625
2023-08-27,3.7186358677607556,,3.7,5.33,0.25,1.0,26089.693359375,26165.373046875,25965.09765625,26008.2421875,6913768611.0,0.0031232321991347956,-0.7874124513288265,-3.4686358677607556,0.0,26089.693359375
